9.899467,-50.592530
11.879126,-43.205517
12.639238,-40.219197
13.192063,-37.970190
13.637071,-36.100456
14.012714,-34.472075
14.338714,-33.014572
14.626802,-31.686166
14.884635,-30.459686
15.117536,-29.316290
15.329393,-28.242276
15.523144,-27.227319
15.701076,-26.263403
15.865012,-25.344162
16.016435,-24.464442
16.156567,-23.619997
16.286433,-22.807285
16.406900,-22.023310
16.518713,-21.265516
16.622515,-20.531705
16.718867,-19.819947
16.808260,-19.128570
16.891130,-18.456102
16.967866,-17.801217
17.038810,-17.162759
17.104278,-16.539666
17.164547,-15.931006
17.219874,-15.335914
17.270489,-14.753625
17.316603,-14.183428
17.358412,-13.624676
17.396092,-13.076779
17.429808,-12.539192
17.459712,-12.011411
17.485943,-11.492973
17.508632,-10.983451
17.527903,-10.482436
17.543864,-9.989564
17.556626,-9.504479
17.566284,-9.026864
17.572932,-8.556411
17.576658,-8.092832
17.577543,-7.635860
17.575664,-7.185242
17.571094,-6.740742
17.563902,-6.302127
17.554152,-5.869192
17.541906,-5.441731
17.527223,-5.019551
17.510157,-4.602472
17.490762,-4.190319
17.469086,-3.782928
17.445177,-3.380146
17.419081,-2.981818
17.390840,-2.587800
17.360495,-2.197958
17.328086,-1.812161
17.293650,-1.430280
17.257222,-1.052196
17.218837,-0.677793
17.178527,-0.306959
17.136323,0.060410
17.092255,0.424422
17.046353,0.785175
16.998643,1.142766
16.949151,1.497287
16.897902,1.848825
16.844922,2.197471
16.790232,2.543309
16.733855,2.886418
16.675813,3.226879
16.616126,3.564770
16.554813,3.900160
16.491893,4.233129
16.427385,4.563743
16.361306,4.892070
16.293672,5.218181
16.224499,5.542139
16.153802,5.864006
16.081598,6.183850
16.007898,6.501727
15.932717,6.817697
15.856068,7.131821
15.777964,7.444154
15.698415,7.754754
15.617433,8.063676
15.535030,8.370972
15.451215,8.676697
15.365999,8.980904
15.279390,9.283644
15.191399,9.584967
15.102032,9.884924
15.011298,10.183565
14.919206,10.480937
14.825761,10.777091
14.730972,11.072073
14.634844,11.365930
14.537383,11.658710
14.438595,11.950458
14.338486,12.241222
14.237060,12.531047
14.134321,12.819977
14.030275,13.108059
13.924923,13.395338
13.818271,13.681858
13.710321,13.967663
13.601075,14.252799
13.490536,14.537310
13.378707,14.821241
13.265587,15.104635
13.151180,15.387537
13.035485,15.669991
12.918504,15.952043
12.800236,16.233736
12.680681,16.515116
12.559839,16.796228
12.437708,17.077117
12.314288,17.357827
12.189577,17.638406
12.063573,17.918899
11.936273,18.199353
11.807674,18.479815
11.677775,18.760331
11.546569,19.040950
11.414055,19.321721
11.280228,19.602691
11.145082,19.883911
11.008612,20.165430
10.870813,20.447301
10.731679,20.729573
10.591203,21.012300
10.449379,21.295536
10.306197,21.579333
10.161651,21.863748
10.015733,22.148836
9.868432,22.434655
9.719740,22.721263
9.569646,23.008721
9.418140,23.297087
9.265211,23.586426
9.110845,23.876800
8.955032,24.168276
8.797758,24.460917
8.639008,24.754797
8.478769,25.049982
8.317025,25.346547
8.153760,25.644563
7.988957,25.944110
7.822599,26.245264
7.654667,26.548106
7.485140,26.852723
7.314000,27.159197
7.141224,27.467618
6.966791,27.778078
6.790676,28.090673
6.612854,28.405502
6.433301,28.722666
6.251987,29.042271
6.068887,29.364427
5.883968,29.689246
5.697200,30.016851
5.508548,30.347363
5.317980,30.680910
5.125458,31.017629
4.930942,31.357659
4.734395,31.701148
4.535771,32.048248
4.335027,32.399119
4.132114,32.753928
3.926984,33.112858
3.719582,33.476095
3.509853,33.843826
3.297737,34.216271
3.083173,34.593634
2.866092,34.976155
2.646425,35.364074
2.424097,35.757652
2.199027,36.157161
1.971130,36.562897
1.740316,36.975166
1.506486,37.394300
1.269538,37.820654
1.029359,38.254612
0.785829,38.696578
0.538820,39.146996
0.288191,39.606334
0.033792,40.075105
-0.224540,40.553867
-0.486983,41.043219
-0.753730,41.543820
-1.024993,42.056391
-1.301003,42.581718
-1.582016,43.120669
-1.868314,43.674210
-2.160207,44.243403
-2.458046,44.829437
-2.762219,45.433648
-3.073165,46.057543
-3.391382,46.702824
-3.717434,47.371445
-4.051969,48.065635
-4.395741,48.788004
-4.749628,49.541590
-5.114667,50.330000
-5.492094,51.157542
-5.883411,52.029455
-6.290465,52.952210
-6.715575,53.933960
-7.161725,54.985200
-7.632854,56.119861
-8.134372,57.357116
-8.674062,58.724632
-9.263850,60.264962
-9.923823,62.050002
-10.693208,64.220669
-11.673949,67.144536
-13.874212,74.477253
