-33.5844027,-7.0039194,0
-33.8781313,-8.593317,0
-34.7073182,-11.0501961,0
-35.3992137,-13.0059822,0
-35.8109984,-14.5847784,0
-36.1678887,-16.1739399,0
-36.8709006,-17.1317471,0
-37.601361,-18.2520586,0
-38.0242452,-18.5746459,0
-39.3866499,-19.593117,0
-40.3860972,-21.2813329,0
-41.0311886,-22.3146351,0
-41.8990026,-23.0743832,0
-43.0830062,-23.0921256,0
-44.0046555,-23.1428789,0
-44.0855015,-23.001345,0
-44.0432399,-23.191417,0
-44.7967514,-23.7529296,0
-45.6701808,-24.3046067,0
-46.7632805,-24.7093292,0
-47.8220361,-25.2411701,0
-48.1090829,-27.4054997,0
-48.3985177,-27.8200604,0
-48.4684233,-28.3285567,0
-48.8282047,-28.9604911,0
-49.3599428,-29.4976396,0
-50.0634933,-31.0008751,0
-51.9204467,-32.5686537,0
-52.5246283,-33.361325,0
-53.3045698,-34.1833383,0
-54.0186246,-35.0065251,0
-56.0072,-35.0156057,0
-56.7261756,-34.8404502,0
-57.8738278,-34.5444248,0
-58.0714249,-34.3041423,0
-57.8738278,-34.5444248,0
-56.7491695,-34.835428,0
-56.7651935,-35.0062413,0
-56.7157913,-35.7549328,0
-56.5728106,-36.4184306,0
-56.6434615,-37.0819376,0
-57.5174061,-38.3072491,0
-58.7780014,-38.7297722,0
-60.4453174,-39.001875,0
-61.8403152,-39.0121229,0
-61.8585021,-39.0894515,0
-61.8392712,-39.1150303,0
-61.8117904,-39.1969808,0
-61.8392475,-39.2672378,0
-62.1111926,-39.1491399,0
-62.2526579,-39.0894719,0
-62.1523783,-39.2555808,0
-61.979322,-39.3352686,0
-62.0437712,-39.9939084,0
-62.1824488,-40.1790353,0
-62.0436998,-40.4636481,0
-62.153511,-40.8470759,0
-62.433646,-41.0669819,0
-63.3399207,-42.4045386,0
-63.9556131,-43.2688752,0
-64.6059581,-43.3135962,0
-64.2638596,-42.9897404,0
-64.3261541,-42.8905622,0
-64.5349606,-42.5939362,0
-64.2338688,-42.9940399,0
-64.3752354,-43.2772152,0
-64.3722106,-43.2750282,0
-64.3752354,-43.2772152,0
-65.1595812,-44.008138,0
-65.1386677,-44.2199416,0
-65.5258599,-45.1245151,0
-66.4212507,-45.5136126,0
-66.7251847,-46.5801947,0
-65.5166966,-47.0043581,0
-65.6821934,-47.9408043,0
-65.8737498,-48.2013827,0
-67.6516523,-49.2292224,0
-67.7143315,-49.3235306,0
-67.6668824,-49.2534196,0
-67.5577681,-49.2329905,0
-67.6839905,-49.918734,0
-68.2333115,-50.1675094,0
-68.3981378,-50.0900427,0
-68.4805597,-50.0053826,0
-68.2058375,-50.1956507,0
-68.3843745,-50.2387275,0
-68.9130715,-50.6612432,0
-68.0034894,-52.0121354,0
-68.3482162,-52.4238672,0
-68.8866168,-52.3635659,0
-69.0788991,-52.2728034,0
-69.1888435,-52.245922,0
-69.2657107,-52.2460233,0
-69.4414697,-52.4407017,0
-69.7930275,-52.6445388,0
-70.435777,-52.7478017,0
-70.6175878,-52.8339287,0
-70.4452409,-52.9936466,0
-70.7899088,-53.0027546,0
-70.724021,-53.6368965,0
-70.9131943,-53.6376902,0
-70.924495,-53.8152784,0
-71.1442261,-53.912487,0
-71.2815683,-53.9270569,0
-72.1661229,-53.6919382,0
-72.2045978,-53.6398384,0
-72.3639299,-53.5518402,0
-72.5232499,-53.5551156,0
-73.2484957,-53.2538516,0
-73.4133382,-53.1155957,0
-74.6001111,-52.6583454,0
-75.5846139,-52.2300739,0
-77.0135368,-51.582614,0
-78.5153743,-50.8870669,0
-78.5408579,-49.9783736,0
-77.0905418,-47.9916724,0
-76.1567084,-47.2182301,0
-77.8265838,-46.2995395,0
-79.2322503,-45.5000808,0
-80.3148817,-44.2746743,0
-79.3976108,-44.0001667,0
-78.4747804,-43.6591219,0
-78.244145,-43.2560867,0
-77.4476217,-42.6082462,0
-76.7389013,-42.1236102,0
-75.992433,-41.6638532,0
-75.3440402,-41.2520587,0
-74.5416414,-40.007976,0
-74.5417339,-38.6665638,0
-74.3113241,-38.0043197,0
-74.8493497,-36.5137299,0
-76.5089274,-34.5125806,0
-77.157622,-33.5114374,0
-78.1461293,-32.7561275,0
-79.6074191,-31.7613343,0
-81.0358733,-30.6716477,0
-82.6948882,-30.6735167,0
-83.9694355,-30.0083296,0
-85.3673715,-29.7600596,0
-86.8919837,-29.5147814,0
-88.3096603,-28.7601638,0
-89.8366313,-27.7579999,0
-91.6825232,-26.7612179,0
